Duration,rainIntensityIncrement,rainIntensityIncrements,vwcIncrement,controlledLo,controlledHi,controlledRate,surfaceName,runoffToName,cdaName,etTableName,productName,capacity
1,610,0.2985749999999995,59,55,11,0.20142500000000052,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2985749999999995,5,6,0.0089,0.0445,0.0445,0.2540749999999995
1,615,0.2540749999999995,50,50,10,0.2459250000000005,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2540749999999995,5,6,0.0089,0.0445,0.0445,0.2095749999999995
1,620,0.2095749999999995,41,40,8,0.2904250000000005,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4470749999999995,5,6,0.0089,0.0445,0.0445,0.4025749999999995
1,625,0.4025749999999995,80,80,16,0.09742500000000048,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.4025749999999995,5,6,0.0089,0.0445,0.0445,0.35807499999999953
1,630,0.35807499999999953,71,70,14,0.14192500000000047,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.35807499999999953,5,6,0.0089,0.0445,0.0445,0.31357499999999955
1,635,0.31357499999999955,62,60,12,0.18642500000000045,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.31357499999999955,5,6,0.0089,0.0445,0.0445,0.26907499999999956
1,640,0.26907499999999956,53,50,10,0.23092500000000044,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.26907499999999956,5,6,0.0089,0.0445,0.0445,0.22457499999999958
1,645,0.22457499999999958,44,40,8,0.2754250000000004,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.46207499999999957,5,6,0.0089,0.0445,0.0445,0.4175749999999996
1,650,0.4175749999999996,83,80,16,0.08242500000000041,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.4175749999999996,5,6,0.0089,0.0445,0.0445,0.3730749999999996
1,655,0.3730749999999996,74,70,14,0.1269250000000004,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.3730749999999996,5,6,0.0089,0.0445,0.0445,0.3285749999999996
1,660,0.3285749999999996,65,65,13,0.17142500000000038,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.3285749999999996,5,6,0.0089,0.0445,0.0445,0.28407499999999963
1,665,0.28407499999999963,56,55,11,0.21592500000000037,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.28407499999999963,5,6,0.0089,0.0445,0.0445,0.23957499999999965
1,670,0.23957499999999965,47,45,9,0.26042500000000035,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.47707499999999964,5,6,0.0089,0.0445,0.0445,0.43257499999999965
1,675,0.43257499999999965,86,85,17,0.06742500000000035,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.43257499999999965,5,6,0.0089,0.0445,0.0445,0.38807499999999967
1,680,0.38807499999999967,77,75,15,0.11192500000000033,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.38807499999999967,5,6,0.0089,0.0445,0.0445,0.3435749999999997
1,685,0.3435749999999997,68,65,13,0.1564250000000003,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.3435749999999997,5,6,0.0089,0.0445,0.0445,0.2990749999999997
1,690,0.2990749999999997,59,55,11,0.2009250000000003,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2990749999999997,5,6,0.0089,0.0445,0.0445,0.2545749999999997
1,695,0.2545749999999997,50,50,10,0.24542500000000028,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2545749999999997,5,6,0.0089,0.0445,0.0445,0.21007499999999973
1,700,0.21007499999999973,42,40,8,0.28992500000000027,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4475749999999997,5,6,0.0089,0.0445,0.0445,0.40307499999999974
1,705,0.40307499999999974,80,80,16,0.09692500000000026,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.40307499999999974,5,6,0.0089,0.0445,0.0445,0.35857499999999976
1,710,0.35857499999999976,71,70,14,0.14142500000000024,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.35857499999999976,5,6,0.0089,0.0445,0.0445,0.31407499999999977
1,715,0.31407499999999977,62,60,12,0.18592500000000023,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.31407499999999977,5,6,0.0089,0.0445,0.0445,0.2695749999999998
1,720,0.2695749999999998,53,50,10,0.2304250000000002,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2695749999999998,6,6,0.0104,0.052,0.052,0.2175749999999998
1,725,0.2175749999999998,43,40,8,0.2824250000000002,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4550749999999998,6,6,0.0104,0.052,0.052,0.4030749999999998
1,730,0.4030749999999998,80,80,16,0.0969250000000002,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.4030749999999998,6,6,0.0104,0.052,0.052,0.3510749999999998
1,735,0.3510749999999998,70,70,14,0.1489250000000002,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.3510749999999998,6,6,0.0104,0.052,0.052,0.2990749999999998
1,740,0.2990749999999998,59,55,11,0.2009250000000002,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2990749999999998,6,6,0.0104,0.052,0.052,0.24707499999999982
1,745,0.24707499999999982,49,45,9,0.2529250000000002,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4845749999999998,6,6,0.0104,0.052,0.052,0.4325749999999998
1,750,0.4325749999999998,86,85,17,0.06742500000000018,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.4325749999999998,6,6,0.0104,0.052,0.052,0.38057499999999983
1,755,0.38057499999999983,76,75,15,0.11942500000000017,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.38057499999999983,6,6,0.0104,0.052,0.052,0.32857499999999984
1,760,0.32857499999999984,65,65,13,0.17142500000000016,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.32857499999999984,6,6,0.0104,0.052,0.052,0.27657499999999985
1,765,0.27657499999999985,55,55,11,0.22342500000000015,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.27657499999999985,6,6,0.0104,0.052,0.052,0.22457499999999986
1,770,0.22457499999999986,44,40,8,0.27542500000000014,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.46207499999999985,6,6,0.0104,0.052,0.052,0.41007499999999986
1,775,0.41007499999999986,82,80,16,0.08992500000000014,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.41007499999999986,6,6,0.0104,0.052,0.052,0.35807499999999987
1,780,0.35807499999999987,71,70,14,0.14192500000000013,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.35807499999999987,6,6,0.0104,0.052,0.052,0.3060749999999999
1,785,0.3060749999999999,61,60,12,0.19392500000000013,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.3060749999999999,6,6,0.0104,0.052,0.052,0.2540749999999999
1,790,0.2540749999999999,50,50,10,0.24592500000000012,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2540749999999999,6,6,0.0104,0.052,0.052,0.2020749999999999
1,795,0.2020749999999999,40,40,8,0.2979250000000001,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4395749999999999,6,6,0.0104,0.052,0.052,0.3875749999999999
1,800,0.3875749999999999,77,75,15,0.11242500000000011,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.3875749999999999,6,6,0.0104,0.052,0.052,0.3355749999999999
1,805,0.3355749999999999,67,65,13,0.1644250000000001,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.3355749999999999,6,6,0.0104,0.052,0.052,0.2835749999999999
1,810,0.2835749999999999,56,55,11,0.2164250000000001,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2835749999999999,6,6,0.0104,0.052,0.052,0.23157499999999992
1,815,0.23157499999999992,46,45,9,0.2684250000000001,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4690749999999999,6,6,0.0104,0.052,0.052,0.4170749999999999
1,820,0.4170749999999999,83,80,16,0.08292500000000008,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.4170749999999999,6,6,0.0104,0.052,0.052,0.3650749999999999
1,825,0.3650749999999999,73,70,14,0.13492500000000007,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.3650749999999999,6,6,0.0104,0.052,0.052,0.31307499999999994
1,830,0.31307499999999994,62,60,12,0.18692500000000006,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.31307499999999994,6,6,0.0104,0.052,0.052,0.26107499999999995
1,835,0.26107499999999995,52,50,10,0.23892500000000005,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.26107499999999995,6,6,0.0104,0.052,0.052,0.20907499999999996
1,840,0.20907499999999996,41,40,8,0.29092500000000004,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.44657499999999994,7,6,0.0099,0.0495,0.0495,0.39707499999999996
1,845,0.39707499999999996,79,75,15,0.10292500000000004,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.39707499999999996,7,6,0.0099,0.0495,0.0495,0.34757499999999997
1,850,0.34757499999999997,69,65,13,0.15242500000000003,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.34757499999999997,7,6,0.0099,0.0495,0.0495,0.298075
1,855,0.298075,59,55,11,0.20192500000000002,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.298075,7,6,0.0099,0.0495,0.0495,0.248575
1,860,0.248575,49,45,9,0.251425,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.486075,7,6,0.0099,0.0495,0.0495,0.436575
1,865,0.436575,87,85,17,0.06342500000000001,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.436575,7,6,0.0099,0.0495,0.0495,0.387075
1,870,0.387075,77,75,15,0.112925,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.387075,7,6,0.0099,0.0495,0.0495,0.337575
1,875,0.337575,67,65,13,0.16242499999999999,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.337575,7,6,0.0099,0.0495,0.0495,0.288075
1,880,0.288075,57,55,11,0.21192499999999997,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.288075,7,6,0.0099,0.0495,0.0495,0.23857500000000004
1,885,0.23857500000000004,47,45,9,0.26142499999999996,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.476075,7,6,0.0099,0.0495,0.0495,0.42657500000000004
1,890,0.42657500000000004,85,85,17,0.07342499999999996,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.42657500000000004,7,6,0.0099,0.0495,0.0495,0.37707500000000005
1,895,0.37707500000000005,75,75,15,0.12292499999999995,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.37707500000000005,7,6,0.0099,0.0495,0.0495,0.32757500000000006
1,900,0.32757500000000006,65,65,13,0.17242499999999994,0.0035,5,0.0175,0,0,0.0175,61,0.010675,0.006825000000000001,0.33825000000000005,7,6,0.0099,0.0495,0,0.33825000000000005
1,905,0.33825000000000005,67,65,13,0.16174999999999995,0.0035,5,0.0175,0,0,0.0175,61,0.010675,0.006825000000000001,0.34892500000000004,7,6,0.0099,0.0495,0,0.34892500000000004
1,910,0.34892500000000004,69,65,13,0.15107499999999996,0.0035,5,0.0175,0,0,0.0175,61,0.010675,0.006825000000000001,0.35960000000000003,7,6,0.0099,0.0495,0,0.35960000000000003
1,915,0.35960000000000003,71,70,14,0.14039999999999997,0.0035,5,0.0175,0,0,0.0175,60,0.0105,0.007000000000000001,0.37010000000000004,7,6,0.0099,0.0495,0,0.37010000000000004
1,920,0.37010000000000004,74,70,14,0.12989999999999996,0.0035,5,0.0175,0,0,0.0175,60,0.0105,0.007000000000000001,0.38060000000000005,7,6,0.0099,0.0495,0,0.38060000000000005
1,925,0.38060000000000005,76,75,15,0.11939999999999995,0.0035,5,0.0175,0,0,0.0175,56,0.009800000000000001,0.0077,0.3904,7,6,0.0099,0.0495,0,0.3904
1,930,0.3904,78,75,15,0.10959999999999998,0.0035,5,0.0175,0,0,0.0175,56,0.009800000000000001,0.0077,0.4002,7,6,0.0099,0.0495,0,0.4002
1,935,0.4002,80,80,16,0.0998,0.0035,5,0.0175,0,0,0.0175,51,0.008925,0.008575000000000001,0.409125,7,6,0.0099,0.0495,0,0.409125
1,940,0.409125,81,80,16,0.09087499999999998,0.0035,5,0.0175,0,0,0.0175,51,0.008925,0.008575000000000001,0.41805000000000003,7,6,0.0099,0.0495,0,0.41805000000000003
1,945,0.41805000000000003,83,80,16,0.08194999999999997,0.0035,5,0.0175,0,0,0.0175,51,0.008925,0.008575000000000001,0.42697500000000005,7,6,0.0099,0.0495,0,0.42697500000000005
1,950,0.42697500000000005,85,85,17,0.07302499999999995,0.0035,5,0.0175,0,0,0.0175,41,0.007175,0.010325,0.43415000000000004,7,6,0.0099,0.0495,0,0.43415000000000004
1,955,0.43415000000000004,86,85,17,0.06584999999999996,0.0035,5,0.0175,0,0,0.0175,41,0.007175,0.010325,0.441325,7,6,0.0099,0.0495,0,0.441325
1,960,0.441325,88,85,17,0.05867499999999998,0.0069,7,0.0345,0,0,0.0345,30,0.010350000000000002,0.02415,0.45167500000000005,8,6,0.0079,0.03950000000000001,0,0.45167500000000005
1,965,0.45167500000000005,90,90,18,0.04832499999999995,0.0069,7,0.0345,0,0,0.0345,20,0.006900000000000001,0.027600000000000003,0.45857500000000007,8,6,0.0079,0.03950000000000001,0,0.45857500000000007
1,970,0.45857500000000007,91,90,18,0.041424999999999934,0.0069,7,0.0345,0,0,0.0345,20,0.006900000000000001,0.027600000000000003,0.4654750000000001,8,6,0.0079,0.03950000000000001,0,0.4654750000000001
1,975,0.4654750000000001,93,90,18,0.03452499999999992,0.0069,7,0.0345,0,0,0.0345,20,0.006900000000000001,0.027600000000000003,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,980,0.4723750000000001,94,90,18,0.0276249999999999,0.0069,7,0.0345,0,0,0.0345,20,0,0.0345,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,985,0.4723750000000001,94,90,18,0.0276249999999999,0.0069,7,0.0345,0,0,0.0345,20,0,0.0345,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,990,0.4723750000000001,94,90,18,0.0276249999999999,0.0069,7,0.0345,0,0,0.0345,20,0,0.0345,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,995,0.4723750000000001,94,90,18,0.0276249999999999,0.0069,7,0.0345,0,0,0.0345,20,0,0.0345,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1000,0.4723750000000001,94,90,18,0.0276249999999999,0.0069,7,0.0345,0,0,0.0345,20,0,0.0345,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1005,0.4723750000000001,94,90,18,0.0276249999999999,0.0069,7,0.0345,0,0,0.0345,20,0,0.0345,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1010,0.4723750000000001,94,90,18,0.0276249999999999,0.0069,7,0.0345,0,0,0.0345,20,0,0.0345,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1015,0.4723750000000001,94,90,18,0.0276249999999999,0.0069,7,0.0345,0,0,0.0345,20,0,0.0345,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1020,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1025,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1030,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1035,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1040,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1045,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1050,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1055,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1060,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1065,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1070,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1075,0.4723750000000001,94,90,18,0.0276249999999999,0.0104,7,0.052,0,0,0.052,20,0,0.052,0.4723750000000001,8,6,0.0079,0.03950000000000001,0,0.4723750000000001
1,1080,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1085,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1090,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1095,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1100,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1105,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1110,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1115,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1120,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1125,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1130,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1135,0.4723750000000001,94,90,18,0.0276249999999999,0.0174,7,0.087,0,0,0.087,20,0,0.087,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1140,0.4723750000000001,94,90,18,0.0276249999999999,0.0243,7,0.1215,0,0,0.1215,20,0,0.1215,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1145,0.4723750000000001,94,90,18,0.0276249999999999,0.0243,7,0.1215,0,0,0.1215,20,0,0.1215,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1150,0.4723750000000001,94,90,18,0.0276249999999999,0.0243,7,0.1215,0,0,0.1215,20,0,0.1215,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1155,0.4723750000000001,94,90,18,0.0276249999999999,0.0243,7,0.1215,0,0,0.1215,20,0,0.1215,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1160,0.4723750000000001,94,90,18,0.0276249999999999,0.0243,7,0.1215,0,0,0.1215,20,0,0.1215,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
1,1165,0.4723750000000001,94,90,18,0.0276249999999999,0.0243,7,0.1215,0,0,0.1215,20,0,0.1215,0.4723750000000001,9,6,0.0067,0.0335,0,0.4723750000000001
