Duration,rainIntensityIncrement,rainIntensityIncrements,vwcIncrement,controlledLo,controlledHi,controlledRate,surfaceName,runoffToName,cdaName,etTableName,productName,capacity
1,1755,0.4851500000000001,97,95,19,0.014849999999999919,0.0,0,0.0,0,0,0.0,50,0.0,0.0,0.4851500000000001,2,6,0.0,0.0,0.0,0.4851500000000001
1,1760,0.4851500000000001,97,95,19,0.014849999999999919,0.0,0,0.0,0,0,0.0,50,0.0,0.0,0.4851500000000001,2,6,0.0,0.0,0.0,0.4851500000000001
1,1765,0.4851500000000001,97,95,19,0.014849999999999919,0.0,0,0.0,0,0,0.0,50,0.0,0.0,0.4851500000000001,2,6,0.0,0.0,0.0,0.4851500000000001
1,1770,0.4851500000000001,97,95,19,0.014849999999999919,0.0,0,0.0,0,0,0.0,50,0.0,0.0,0.4851500000000001,2,6,0.0,0.0,0.0,0.4851500000000001
1,1775,0.4851500000000001,97,95,19,0.014849999999999919,0.0,0,0.0,0,0,0.0,50,0.0,0.0,0.4851500000000001,2,6,0.0,0.0,0.0,0.4851500000000001
1,1780,0.4851500000000001,97,95,19,0.014849999999999919,0.0,0,0.0,0,0,0.0,50,0.0,0.0,0.4851500000000001,2,6,0.0,0.0,0.0,0.4851500000000001
1,1785,0.4851500000000001,97,95,19,0.014849999999999919,0.0,0,0.0,0,0,0.0,50,0.0,0.0,0.4851500000000001,2,6,0.0,0.0,0.0,0.4851500000000001
1,1790,0.4851500000000001,97,95,19,0.014849999999999919,0.0,0,0.0,0,0,0.0,50,0.0,0.0,0.4851500000000001,2,6,0.0,0.0,0.0,0.4851500000000001
1,1795,0.4851500000000001,97,95,19,0.014849999999999919,0.0,0,0.0,0,0,0.0,50,0.0,0.0,0.4851500000000001,2,6,0.0,0.0,0.0,0.4851500000000001
1,1800,0.4851500000000001,97,95,19,0.014849999999999919,0.0,0,0.0,0,0,0.0,50,0.0,0.0,0.4851500000000001,3,6,0.005,0.025,0.025,0.46015000000000006
1,1805,0.46015000000000006,92,90,18,0.03984999999999994,0.0,0,0.0,0,0,0.0,60,0.0,0.0,0.46015000000000006,3,6,0.005,0.025,0.025,0.43515000000000004
1,1810,0.43515000000000004,87,85,17,0.06484999999999996,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.43515000000000004,3,6,0.005,0.025,0.025,0.41015
1,1815,0.41015,82,80,16,0.08984999999999999,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.41015,3,6,0.005,0.025,0.025,0.38515
1,1820,0.38515,77,75,15,0.11485000000000001,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.38515,3,6,0.005,0.025,0.025,0.36014999999999997
1,1825,0.36014999999999997,72,70,14,0.13985000000000003,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.36014999999999997,3,6,0.005,0.025,0.025,0.33514999999999995
1,1830,0.33514999999999995,67,65,13,0.16485000000000005,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.33514999999999995,3,6,0.005,0.025,0.025,0.3101499999999999
1,1835,0.3101499999999999,62,60,12,0.18985000000000007,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.3101499999999999,3,6,0.005,0.025,0.025,0.2851499999999999
1,1840,0.2851499999999999,57,55,11,0.2148500000000001,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2851499999999999,3,6,0.005,0.025,0.025,0.2601499999999999
1,1845,0.2601499999999999,52,50,10,0.23985000000000012,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2601499999999999,3,6,0.005,0.025,0.025,0.2351499999999999
1,1850,0.2351499999999999,47,45,9,0.26485000000000014,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4726499999999999,3,6,0.005,0.025,0.025,0.4476499999999999
1,1855,0.4476499999999999,89,85,17,0.05235000000000012,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.4476499999999999,3,6,0.005,0.025,0.025,0.42264999999999986
1,1860,0.42264999999999986,84,80,16,0.07735000000000014,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.42264999999999986,3,6,0.005,0.025,0.025,0.39764999999999984
1,1865,0.39764999999999984,79,75,15,0.10235000000000016,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.39764999999999984,3,6,0.005,0.025,0.025,0.3726499999999998
1,1870,0.3726499999999998,74,70,14,0.12735000000000019,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.3726499999999998,3,6,0.005,0.025,0.025,0.3476499999999998
1,1875,0.3476499999999998,69,65,13,0.1523500000000002,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.3476499999999998,3,6,0.005,0.025,0.025,0.32264999999999977
1,1880,0.32264999999999977,64,60,12,0.17735000000000023,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.32264999999999977,3,6,0.005,0.025,0.025,0.29764999999999975
1,1885,0.29764999999999975,59,55,11,0.20235000000000025,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.29764999999999975,3,6,0.005,0.025,0.025,0.2726499999999997
1,1890,0.2726499999999997,54,50,10,0.22735000000000027,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2726499999999997,3,6,0.005,0.025,0.025,0.24764999999999973
1,1895,0.24764999999999973,49,45,9,0.2523500000000003,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.48514999999999975,3,6,0.005,0.025,0.025,0.4601499999999997
1,1900,0.4601499999999997,92,90,18,0.039850000000000274,0.0,0,0.0,0,0,0.0,60,0.0,0.0,0.4601499999999997,3,6,0.005,0.025,0.025,0.4351499999999997
1,1905,0.4351499999999997,87,85,17,0.0648500000000003,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.4351499999999997,3,6,0.005,0.025,0.025,0.4101499999999997
1,1910,0.4101499999999997,82,80,16,0.08985000000000032,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.4101499999999997,3,6,0.005,0.025,0.025,0.38514999999999966
1,1915,0.38514999999999966,77,75,15,0.11485000000000034,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.38514999999999966,3,6,0.005,0.025,0.025,0.36014999999999964
1,1920,0.36014999999999964,72,70,14,0.13985000000000036,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.36014999999999964,4,6,0.0066,0.033,0.033,0.3271499999999996
1,1925,0.3271499999999996,65,65,13,0.1728500000000004,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.3271499999999996,4,6,0.0066,0.033,0.033,0.2941499999999996
1,1930,0.2941499999999996,58,55,11,0.20585000000000042,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2941499999999996,4,6,0.0066,0.033,0.033,0.26114999999999955
1,1935,0.26114999999999955,52,50,10,0.23885000000000045,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.26114999999999955,4,6,0.0066,0.033,0.033,0.22814999999999955
1,1940,0.22814999999999955,45,45,9,0.2718500000000005,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.46564999999999956,4,6,0.0066,0.033,0.033,0.43264999999999953
1,1945,0.43264999999999953,86,85,17,0.06735000000000047,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.43264999999999953,4,6,0.0066,0.033,0.033,0.3996499999999995
1,1950,0.3996499999999995,79,75,15,0.1003500000000005,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.3996499999999995,4,6,0.0066,0.033,0.033,0.3666499999999995
1,1955,0.3666499999999995,73,70,14,0.13335000000000052,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.3666499999999995,4,6,0.0066,0.033,0.033,0.33364999999999945
1,1960,0.33364999999999945,66,65,13,0.16635000000000055,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.33364999999999945,4,6,0.0066,0.033,0.033,0.3006499999999994
1,1965,0.3006499999999994,60,60,12,0.19935000000000058,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.3006499999999994,4,6,0.0066,0.033,0.033,0.2676499999999994
1,1970,0.2676499999999994,53,50,10,0.2323500000000006,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2676499999999994,4,6,0.0066,0.033,0.033,0.2346499999999994
1,1975,0.2346499999999994,46,45,9,0.26535000000000064,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4721499999999994,4,6,0.0066,0.033,0.033,0.4391499999999994
1,1980,0.4391499999999994,87,85,17,0.060850000000000626,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.4391499999999994,4,6,0.0066,0.033,0.033,0.40614999999999934
1,1985,0.40614999999999934,81,80,16,0.09385000000000066,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.40614999999999934,4,6,0.0066,0.033,0.033,0.3731499999999993
1,1990,0.3731499999999993,74,70,14,0.12685000000000068,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.3731499999999993,4,6,0.0066,0.033,0.033,0.3401499999999993
1,1995,0.3401499999999993,68,65,13,0.1598500000000007,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.3401499999999993,4,6,0.0066,0.033,0.033,0.30714999999999926
1,2000,0.30714999999999926,61,60,12,0.19285000000000074,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.30714999999999926,4,6,0.0066,0.033,0.033,0.2741499999999992
1,2005,0.2741499999999992,54,50,10,0.22585000000000077,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2741499999999992,4,6,0.0066,0.033,0.033,0.24114999999999923
1,2010,0.24114999999999923,48,45,9,0.2588500000000008,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.47864999999999924,4,6,0.0066,0.033,0.033,0.4456499999999992
1,2015,0.4456499999999992,89,85,17,0.05435000000000079,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.4456499999999992,4,6,0.0066,0.033,0.033,0.4126499999999992
1,2020,0.4126499999999992,82,80,16,0.08735000000000082,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.4126499999999992,4,6,0.0066,0.033,0.033,0.37964999999999915
1,2025,0.37964999999999915,75,75,15,0.12035000000000085,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.37964999999999915,4,6,0.0066,0.033,0.033,0.3466499999999991
1,2030,0.3466499999999991,69,65,13,0.15335000000000087,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.3466499999999991,4,6,0.0066,0.033,0.033,0.3136499999999991
1,2035,0.3136499999999991,62,60,12,0.1863500000000009,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.3136499999999991,4,6,0.0066,0.033,0.033,0.28064999999999907
1,2040,0.28064999999999907,56,55,11,0.21935000000000093,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.28064999999999907,5,6,0.0089,0.0445,0.0445,0.23614999999999908
1,2045,0.23614999999999908,47,45,9,0.2638500000000009,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.47364999999999907,5,6,0.0089,0.0445,0.0445,0.4291499999999991
1,2050,0.4291499999999991,85,85,17,0.07085000000000091,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.4291499999999991,5,6,0.0089,0.0445,0.0445,0.3846499999999991
1,2055,0.3846499999999991,76,75,15,0.1153500000000009,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.3846499999999991,5,6,0.0089,0.0445,0.0445,0.3401499999999991
1,2060,0.3401499999999991,68,65,13,0.15985000000000088,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.3401499999999991,5,6,0.0089,0.0445,0.0445,0.29564999999999914
1,2065,0.29564999999999914,59,55,11,0.20435000000000086,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.29564999999999914,5,6,0.0089,0.0445,0.0445,0.25114999999999915
1,2070,0.25114999999999915,50,50,10,0.24885000000000085,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.25114999999999915,5,6,0.0089,0.0445,0.0445,0.20664999999999917
1,2075,0.20664999999999917,41,40,8,0.29335000000000083,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.44414999999999916,5,6,0.0089,0.0445,0.0445,0.3996499999999992
1,2080,0.3996499999999992,79,75,15,0.10035000000000083,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.3996499999999992,5,6,0.0089,0.0445,0.0445,0.3551499999999992
1,2085,0.3551499999999992,71,70,14,0.1448500000000008,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.3551499999999992,5,6,0.0089,0.0445,0.0445,0.3106499999999992
1,2090,0.3106499999999992,62,60,12,0.1893500000000008,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.3106499999999992,5,6,0.0089,0.0445,0.0445,0.2661499999999992
1,2095,0.2661499999999992,53,50,10,0.23385000000000078,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2661499999999992,5,6,0.0089,0.0445,0.0445,0.22164999999999924
1,2100,0.22164999999999924,44,40,8,0.27835000000000076,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4591499999999992,5,6,0.0089,0.0445,0.0445,0.41464999999999924
1,2105,0.41464999999999924,82,80,16,0.08535000000000076,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.41464999999999924,5,6,0.0089,0.0445,0.0445,0.37014999999999926
1,2110,0.37014999999999926,74,70,14,0.12985000000000074,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.37014999999999926,5,6,0.0089,0.0445,0.0445,0.3256499999999993
1,2115,0.3256499999999993,65,65,13,0.17435000000000073,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.3256499999999993,5,6,0.0089,0.0445,0.0445,0.2811499999999993
1,2120,0.2811499999999993,56,55,11,0.2188500000000007,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2811499999999993,5,6,0.0089,0.0445,0.0445,0.2366499999999993
1,2125,0.2366499999999993,47,45,9,0.2633500000000007,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4741499999999993,5,6,0.0089,0.0445,0.0445,0.4296499999999993
1,2130,0.4296499999999993,85,85,17,0.07035000000000069,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.4296499999999993,5,6,0.0089,0.0445,0.0445,0.3851499999999993
1,2135,0.3851499999999993,77,75,15,0.11485000000000067,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.3851499999999993,5,6,0.0089,0.0445,0.0445,0.34064999999999934
1,2140,0.34064999999999934,68,65,13,0.15935000000000066,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.34064999999999934,5,6,0.0089,0.0445,0.0445,0.29614999999999936
1,2145,0.29614999999999936,59,55,11,0.20385000000000064,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.29614999999999936,5,6,0.0089,0.0445,0.0445,0.2516499999999994
1,2150,0.2516499999999994,50,50,10,0.24835000000000063,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2516499999999994,5,6,0.0089,0.0445,0.0445,0.2071499999999994
1,2155,0.2071499999999994,41,40,8,0.2928500000000006,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4446499999999994,5,6,0.0089,0.0445,0.0445,0.4001499999999994
1,2160,0.4001499999999994,80,80,16,0.0998500000000006,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.4001499999999994,6,6,0.0104,0.052,0.052,0.3481499999999994
1,2165,0.3481499999999994,69,65,13,0.1518500000000006,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.3481499999999994,6,6,0.0104,0.052,0.052,0.2961499999999994
1,2170,0.2961499999999994,59,55,11,0.2038500000000006,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2961499999999994,6,6,0.0104,0.052,0.052,0.24414999999999942
1,2175,0.24414999999999942,48,45,9,0.2558500000000006,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4816499999999994,6,6,0.0104,0.052,0.052,0.4296499999999994
1,2180,0.4296499999999994,85,85,17,0.07035000000000058,0.0,0,0.0,0,0,0.0,70,0.0,0.0,0.4296499999999994,6,6,0.0104,0.052,0.052,0.37764999999999943
1,2185,0.37764999999999943,75,75,15,0.12235000000000057,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.37764999999999943,6,6,0.0104,0.052,0.052,0.32564999999999944
1,2190,0.32564999999999944,65,65,13,0.17435000000000056,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.32564999999999944,6,6,0.0104,0.052,0.052,0.27364999999999945
1,2195,0.27364999999999945,54,50,10,0.22635000000000055,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.27364999999999945,6,6,0.0104,0.052,0.052,0.22164999999999946
1,2200,0.22164999999999946,44,40,8,0.27835000000000054,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.45914999999999945,6,6,0.0104,0.052,0.052,0.40714999999999946
1,2205,0.40714999999999946,81,80,16,0.09285000000000054,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.40714999999999946,6,6,0.0104,0.052,0.052,0.35514999999999947
1,2210,0.35514999999999947,71,70,14,0.14485000000000053,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.35514999999999947,6,6,0.0104,0.052,0.052,0.3031499999999995
1,2215,0.3031499999999995,60,60,12,0.19685000000000052,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.3031499999999995,6,6,0.0104,0.052,0.052,0.2511499999999995
1,2220,0.2511499999999995,50,50,10,0.24885000000000052,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2511499999999995,6,6,0.0104,0.052,0.052,0.1991499999999995
1,2225,0.1991499999999995,39,35,7,0.3008500000000005,0.0,0,0.0,0,0.25,0.25,93,0.2325,0.017499999999999988,0.43164999999999953,6,6,0.0104,0.052,0.052,0.37964999999999954
1,2230,0.37964999999999954,75,75,15,0.12035000000000046,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.37964999999999954,6,6,0.0104,0.052,0.052,0.32764999999999955
1,2235,0.32764999999999955,65,65,13,0.17235000000000045,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.32764999999999955,6,6,0.0104,0.052,0.052,0.27564999999999956
1,2240,0.27564999999999956,55,55,11,0.22435000000000044,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.27564999999999956,6,6,0.0104,0.052,0.052,0.22364999999999957
1,2245,0.22364999999999957,44,40,8,0.27635000000000043,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.46114999999999956,6,6,0.0104,0.052,0.052,0.40914999999999957
1,2250,0.40914999999999957,81,80,16,0.09085000000000043,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.40914999999999957,6,6,0.0104,0.052,0.052,0.3571499999999996
1,2255,0.3571499999999996,71,70,14,0.14285000000000042,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.3571499999999996,6,6,0.0104,0.052,0.052,0.3051499999999996
1,2260,0.3051499999999996,61,60,12,0.1948500000000004,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.3051499999999996,6,6,0.0104,0.052,0.052,0.2531499999999996
1,2265,0.2531499999999996,50,50,10,0.2468500000000004,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2531499999999996,6,6,0.0104,0.052,0.052,0.2011499999999996
1,2270,0.2011499999999996,40,40,8,0.2988500000000004,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4386499999999996,6,6,0.0104,0.052,0.052,0.3866499999999996
1,2275,0.3866499999999996,77,75,15,0.1133500000000004,0.0,0,0.0,0,0,0.0,85,0.0,0.0,0.3866499999999996,6,6,0.0104,0.052,0.052,0.3346499999999996
1,2280,0.3346499999999996,66,65,13,0.16535000000000039,0.0,0,0.0,0,0,0.0,90,0.0,0.0,0.3346499999999996,7,6,0.0099,0.0495,0.0495,0.2851499999999996
1,2285,0.2851499999999996,57,55,11,0.21485000000000037,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2851499999999996,7,6,0.0099,0.0495,0.0495,0.23564999999999964
1,2290,0.23564999999999964,47,45,9,0.26435000000000036,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4731499999999996,7,6,0.0099,0.0495,0.0495,0.42364999999999964
1,2295,0.42364999999999964,84,80,16,0.07635000000000036,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.42364999999999964,7,6,0.0099,0.0495,0.0495,0.37414999999999965
1,2300,0.37414999999999965,74,70,14,0.12585000000000035,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.37414999999999965,7,6,0.0099,0.0495,0.0495,0.32464999999999966
1,2305,0.32464999999999966,64,60,12,0.17535000000000034,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.32464999999999966,7,6,0.0099,0.0495,0.0495,0.2751499999999997
1,2310,0.2751499999999997,55,55,11,0.22485000000000033,0.0,0,0.0,0,0,0.0,95,0.0,0.0,0.2751499999999997,7,6,0.0099,0.0495,0.0495,0.22564999999999968
1,2315,0.22564999999999968,45,45,9,0.2743500000000003,0.0,0,0.0,0,0.25,0.25,95,0.2375,0.012500000000000011,0.4631499999999997,7,6,0.0099,0.0495,0.0495,0.4136499999999997
1,2320,0.4136499999999997,82,80,16,0.08635000000000032,0.0,0,0.0,0,0,0.0,80,0.0,0.0,0.4136499999999997,7,6,0.0099,0.0495,0.0495,0.3641499999999997
1,2325,0.3641499999999997,72,70,14,0.1358500000000003,0.0,0,0.0,0,0,0.0,88,0.0,0.0,0.3641499999999997,7,6,0.0099,0.0495,0.0495,0.3146499999999997
1,2330,0.3146499999999997,62,60,12,0.1853500000000003,0.0,0,0.0,0,0,0.0,92,0.0,0.0,0.3146499999999997,7,6,0.0099,0.0495,0.0495,0.2651499999999997
